taxlevel	rankID	taxon	daughterlevels	total	A1_T1_3m	A1_T26_0m	A1_T26_3m	A1_T2_0m	A1_T2_3m	A1_T33_0m	A1_T33_3m	A1_T40_0m	A1_T40_3m	A1_T47_0m	A1_T47_3m	A1_T54_0m	A1_T54_3m	A1_T61_0m	A1_T61_3m	A2_T1_0m	A2_T1_3m	A2_T26_0m	A2_T26_3m	A2_T2_0m	A2_T2_3m	A2_T33_0m	A2_T33_3m	A2_T40_0m	A2_T40_3m	A2_T47_0m	A2_T47_3m	A2_T54_0m	A2_T54_3m	A2_T61_0m	A2_T61_3m	A3_T1_0m	A3_T1_3m	A3_T26_0m	A3_T26_3m	A3_T2_0m	A3_T2_3m	A3_T33_0m	A3_T33_3m	A3_T40_0m	A3_T40_3m	A3_T47_0m	A3_T47_3m	A3_T54_0m	A3_T54_3m	A3_T61_0m	A3_T61_3m	A4_T1_0m	A4_T1_3m	A4_T26_0m	A4_T26_3m	A4_T2_0m	A4_T2_3m	A4_T33_0m	A4_T33_3m	A4_T40_0m	A4_T40_3m	A4_T47_0m	A4_T47_3m	A4_T54_0m	A4_T54_3m	A4_T61_0m	A4_T61_3m	A5_T1_0m	A5_T1_3m	A5_T26_0m	A5_T26_3m	A5_T2_0m	A5_T2_3m	A5_T33_0m	A5_T33_3m	A5_T40_0m	A5_T40_3m	A5_T47_0m	A5_T47_3m	A5_T54_0m	A5_T54_3m	A5_T61_0m	A5_T61_3m	A6_T1_0m	A6_T1_3m	A6_T26_0m	A6_T26_3m	A6_T2_0m	A6_T2_3m	A6_T33_0m	A6_T33_3m	A6_T40_0m	A6_T40_3m	A6_T47_0m	A6_T47_3m	A6_T54_0m	A6_T54_3m	A6_T61_0m	A6_T61_3m	Negative
4	0.1.10.1.5	Monoblepharidales	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
5	0.1.10.1.5.1	Monoblepharidales_fa	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
6	0.1.10.1.5.1.1	Monoblepharidales_ge	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
4	0.1.10.1.6	Rhizophydiales	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.10.1.6.1	Rhizophydiales_unclassified	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.10.1.6.1.1	Rhizophydiales_unclassified	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.10.1.7	Spizellomycetales	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.10.1.7.1	Spizellomycetaceae	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.10.1.7.1.1	Phlyctochytrium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0.1.11	Ciliophora	1	18881	469	77	330	337	97	7	88	14	281	9	1749	10	472	3	158	183	78	9	576	83	72	7	94	18	278	0	311	21	264	2	259	144	136	19	60	132	230	81	181	74	27	9	1046	1	214	216	148	139	171	70	172	344	262	468	415	37	254	0	474	41	360	35	488	194	144	265	133	190	139	23	332	33	442	13	154	15	493	40	72	149	225	5	172	138	374	85	337	7	639	10	333	1	804	11	105	0
3	0.1.11.1	Intramacronucleata	5	18881	469	77	330	337	97	7	88	14	281	9	1749	10	472	3	158	183	78	9	576	83	72	7	94	18	278	0	311	21	264	2	259	144	136	19	60	132	230	81	181	74	27	9	1046	1	214	216	148	139	171	70	172	344	262	468	415	37	254	0	474	41	360	35	488	194	144	265	133	190	139	23	332	33	442	13	154	15	493	40	72	149	225	5	172	138	374	85	337	7	639	10	333	1	804	11	105	0
4	0.1.11.1.1	Armophorea	2	28	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
5	0.1.11.1.1.1	Armophorea_unclassified	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.1.1.1	Armophorea_unclassified	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	0.1.11.1.1.2	Armophorida	1	26	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.1.2.1	Metopus	0	26	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	0.1.11.1.2	Conthreep	4	3348	160	3	86	57	13	0	13	2	31	0	243	0	32	0	29	10	17	2	48	8	20	0	18	0	70	0	68	0	18	0	41	60	52	6	11	25	23	17	26	18	3	0	77	1	72	73	28	39	47	7	44	32	81	107	88	0	26	0	80	5	68	1	62	31	29	26	32	72	72	1	76	1	76	1	29	0	112	0	20	32	18	0	65	46	40	0	72	0	107	0	52	0	145	0	25	0
5	0.1.11.1.2.1	Conthreep_unclassified	1	1503	146	3	69	9	9	0	1	2	15	0	3	0	24	0	8	4	5	2	24	3	10	0	6	0	39	0	37	0	13	0	22	20	32	0	3	3	15	2	14	18	2	0	31	1	13	73	8	21	33	7	19	26	51	0	23	0	9	0	34	3	56	1	24	12	1	26	11	39	24	1	8	1	45	0	8	0	49	0	6	16	8	0	15	21	8	0	30	0	84	0	12	0	67	0	15	0
6	0.1.11.1.2.1.1	Conthreep_unclassified	0	1503	146	3	69	9	9	0	1	2	15	0	3	0	24	0	8	4	5	2	24	3	10	0	6	0	39	0	37	0	13	0	22	20	32	0	3	3	15	2	14	18	2	0	31	1	13	73	8	21	33	7	19	26	51	0	23	0	9	0	34	3	56	1	24	12	1	26	11	39	24	1	8	1	45	0	8	0	49	0	6	16	8	0	15	21	8	0	30	0	84	0	12	0	67	0	15	0
5	0.1.11.1.2.2	Nassophorea	1	137	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	5	0	0	0	0	0	3	0	6	0	1	0	0	0	2	0	0	3	0	0	1	0	0	0	4	0	2	0	6	0	3	0	1	1	1	0	13	0	0	0	7	0	1	0	0	2	5	0	6	2	0	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	0	0	1	0	2	0	0	0	20	0	1	0
6	0.1.11.1.2.2.1	Colpodidium	0	137	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	5	0	0	0	0	0	3	0	6	0	1	0	0	0	2	0	0	3	0	0	1	0	0	0	4	0	2	0	6	0	3	0	1	1	1	0	13	0	0	0	7	0	1	0	0	2	5	0	6	2	0	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	0	0	1	0	2	0	0	0	20	0	1	0
5	0.1.11.1.2.3	Oligohymenophorea	4	1706	14	0	8	48	3	0	12	0	16	0	236	0	8	0	21	4	12	0	19	5	9	0	12	0	28	0	25	0	4	0	19	40	18	6	8	19	8	15	11	0	1	0	42	0	57	0	14	18	11	0	24	5	29	107	52	0	17	0	39	2	11	0	38	17	23	0	15	31	48	0	68	0	31	1	21	0	49	0	14	7	10	0	50	25	32	0	41	0	21	0	40	0	58	0	9	0
6	0.1.11.1.2.3.1	Homalogastra	0	212	6	0	2	5	0	0	0	0	7	0	3	0	7	0	0	0	4	0	1	0	0	0	0	0	3	0	0	0	2	0	2	3	3	3	2	7	7	15	7	0	1	0	6	0	2	0	3	1	3	0	1	0	1	2	6	0	0	0	2	0	4	0	0	3	6	0	3	6	6	0	6	0	5	0	6	0	14	0	0	7	3	0	2	5	0	0	1	0	0	0	5	0	9	0	4	0
6	0.1.11.1.2.3.2	Oligohymenophorea_unclassified	0	1311	8	0	6	43	3	0	4	0	9	0	228	0	1	0	21	4	5	0	16	5	9	0	12	0	16	0	24	0	2	0	17	37	15	3	3	12	0	0	1	0	0	0	19	0	34	0	1	15	8	0	22	5	28	105	27	0	17	0	31	0	6	0	38	14	17	0	7	25	42	0	36	0	26	1	15	0	35	0	14	0	7	0	28	16	32	0	26	0	21	0	35	0	49	0	5	0
6	0.1.11.1.2.3.3	Tetrahymena	0	181	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	3	0	1	0	3	0	0	0	17	0	21	0	10	2	0	0	1	0	0	0	19	0	0	0	6	2	1	0	0	0	0	0	5	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	20	4	0	0	14	0	0	0	0	0	0	0	0	0
6	0.1.11.1.2.3.4	Zoothamnium	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.11.1.2.4	Phyllopharyngea	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.2.4.1	Tokophrya	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.11.1.3	Intramacronucleata_unclassified	1	901	32	4	8	24	5	1	3	0	21	0	22	0	22	0	6	0	0	0	3	0	0	2	1	0	14	0	1	1	1	1	4	8	1	2	2	11	0	4	23	0	2	0	13	0	21	0	7	9	27	6	15	10	13	9	17	0	10	0	23	17	24	0	4	19	7	1	20	0	8	0	3	0	12	0	14	12	121	0	8	0	12	0	10	10	16	0	26	0	51	2	13	0	65	0	17	0
5	0.1.11.1.3.1	Intramacronucleata_unclassified	1	901	32	4	8	24	5	1	3	0	21	0	22	0	22	0	6	0	0	0	3	0	0	2	1	0	14	0	1	1	1	1	4	8	1	2	2	11	0	4	23	0	2	0	13	0	21	0	7	9	27	6	15	10	13	9	17	0	10	0	23	17	24	0	4	19	7	1	20	0	8	0	3	0	12	0	14	12	121	0	8	0	12	0	10	10	16	0	26	0	51	2	13	0	65	0	17	0
6	0.1.11.1.3.1.1	Intramacronucleata_unclassified	0	901	32	4	8	24	5	1	3	0	21	0	22	0	22	0	6	0	0	0	3	0	0	2	1	0	14	0	1	1	1	1	4	8	1	2	2	11	0	4	23	0	2	0	13	0	21	0	7	9	27	6	15	10	13	9	17	0	10	0	23	17	24	0	4	19	7	1	20	0	8	0	3	0	12	0	14	12	121	0	8	0	12	0	10	10	16	0	26	0	51	2	13	0	65	0	17	0
4	0.1.11.1.4	Litostomatea	3	6367	114	69	57	206	48	6	30	12	59	9	87	10	105	2	62	89	18	7	82	64	15	5	42	18	162	0	153	20	91	0	78	48	49	11	36	76	95	41	90	54	3	8	310	0	71	143	74	63	34	45	55	63	89	17	169	34	62	0	145	6	132	29	203	113	81	169	20	110	37	17	115	27	128	2	61	3	145	39	24	68	120	5	45	73	94	83	129	7	143	8	115	1	359	11	40	0
5	0.1.11.1.4.1	Haptoria	6	6165	113	69	52	195	48	6	26	12	45	9	86	10	104	2	51	87	18	7	80	64	15	5	42	18	162	0	149	20	89	0	77	20	49	8	36	76	91	40	89	54	3	8	303	0	71	142	70	60	34	45	53	61	79	17	163	34	62	0	138	6	122	29	198	111	81	168	20	110	36	17	115	27	128	2	60	3	123	39	22	68	118	5	45	73	94	81	129	7	141	8	101	1	359	11	40	0
6	0.1.11.1.4.1.1	Arcuospathidium	0	2475	0	34	28	130	18	1	10	7	23	3	22	8	17	0	17	2	6	0	0	21	0	4	28	0	94	0	63	8	72	0	15	4	8	0	17	37	56	0	44	11	0	1	84	0	34	2	25	25	19	0	13	2	40	4	93	6	1	0	38	0	48	2	124	91	58	66	18	72	2	8	34	19	77	2	27	3	42	32	7	38	47	5	31	44	9	41	40	7	53	1	29	1	180	6	16	0
6	0.1.11.1.4.1.2	Didinium	0	84	0	0	2	1	1	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	4	5	0	0	0	8	0	0	3	0	0	0	0	0	0	0	5	8	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	5	0	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.4.1.3	Dileptus	0	505	6	7	0	0	0	0	3	0	0	0	1	0	15	0	7	17	0	0	1	0	3	0	2	9	1	0	4	0	4	0	0	0	13	0	4	0	0	0	0	0	0	0	106	0	0	0	0	2	0	6	17	0	0	0	23	0	34	0	50	0	1	0	8	0	0	0	0	0	10	0	64	0	5	0	5	0	8	0	2	0	5	0	0	0	0	0	0	0	0	0	22	0	40	0	0	0
6	0.1.11.1.4.1.4	Haptoria_unclassified	0	2830	77	28	9	64	19	2	12	5	22	6	63	2	58	1	23	64	12	7	72	43	12	1	12	9	67	0	56	12	13	0	55	11	28	8	15	31	35	40	42	43	3	6	113	0	37	140	37	25	15	39	19	56	39	11	38	28	25	0	29	6	55	27	66	18	23	102	2	38	24	9	11	8	38	0	27	0	69	7	10	30	66	0	14	29	85	40	51	0	60	7	34	0	106	5	24	0
6	0.1.11.1.4.1.5	Litonotus	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.4.1.6	Spathidium	0	267	30	0	13	0	10	3	1	0	0	0	0	0	8	1	4	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	4	1	0	0	9	0	2	0	21	0	16	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	28	0	16	0	33	0	0	0
5	0.1.11.1.4.2	Litostomatea_unclassified	1	201	1	0	5	11	0	0	4	0	14	0	1	0	1	0	11	2	0	0	2	0	0	0	0	0	0	0	4	0	2	0	1	28	0	3	0	0	4	1	1	0	0	0	7	0	0	1	4	3	0	0	2	1	10	0	6	0	0	0	7	0	10	0	5	2	0	1	0	0	1	0	0	0	0	0	1	0	22	0	2	0	2	0	0	0	0	2	0	0	2	0	14	0	0	0	0	0
6	0.1.11.1.4.2.1	Litostomatea_unclassified	0	201	1	0	5	11	0	0	4	0	14	0	1	0	1	0	11	2	0	0	2	0	0	0	0	0	0	0	4	0	2	0	1	28	0	3	0	0	4	1	1	0	0	0	7	0	0	1	4	3	0	0	2	1	10	0	6	0	0	0	7	0	10	0	5	2	0	1	0	0	1	0	0	0	0	0	1	0	22	0	2	0	2	0	0	0	0	2	0	0	2	0	14	0	0	0	0	0
5	0.1.11.1.4.3	Trichostomatia	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.4.3.1	Trichostomatia_unclassified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.11.1.5	Spirotrichea	4	8237	159	0	178	50	31	0	42	0	170	0	1397	0	313	0	61	82	42	0	443	11	37	0	33	0	32	0	89	0	150	1	136	28	34	0	11	20	111	19	42	1	19	1	646	0	50	0	39	28	63	12	58	238	79	335	140	3	156	0	226	13	136	5	215	30	27	69	61	8	22	5	138	5	226	10	50	0	115	0	20	48	74	0	52	9	224	0	110	0	338	0	153	0	235	0	23	0
5	0.1.11.1.5.1	Choreotrichia	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.5.1.1	Choreotrichia_unclassified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.11.1.5.2	Hypotrichia	9	8156	159	0	178	50	31	0	42	0	146	0	1395	0	294	0	38	80	42	0	443	11	36	0	33	0	32	0	89	0	150	1	136	28	34	0	11	20	111	19	42	1	19	1	645	0	50	0	39	28	63	12	58	238	79	335	135	3	156	0	222	13	136	5	215	30	27	69	61	8	22	5	138	5	226	10	50	0	115	0	20	48	74	0	52	9	224	0	110	0	338	0	153	0	235	0	23	0
6	0.1.11.1.5.2.1	Bistichella	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.5.2.2	Gonostomum	0	2985	118	0	64	35	14	0	11	0	42	0	199	0	43	0	17	57	35	0	316	7	33	0	14	0	0	0	55	0	97	0	11	23	31	0	6	15	93	0	33	0	16	0	153	0	18	0	26	18	26	4	45	148	46	96	91	3	83	0	58	3	52	1	47	21	23	1	35	0	7	0	67	5	88	0	14	0	56	0	1	17	23	0	24	4	125	0	28	0	109	0	20	0	12	0	2	0
6	0.1.11.1.5.2.3	Holosticha	0	177	33	0	2	0	3	0	3	0	16	0	0	0	7	0	1	0	0	0	3	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	5	11	0	7	0	0	0	0	0	6	0	1	0	0	0	0	3	19	0	4	0	1	0	0	0	1	0	0	0	3	0	0	3	0	0	5	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	10	0	0	0	3	0
6	0.1.11.1.5.2.4	Hypotrichia_unclassified	0	4488	8	0	112	15	14	0	28	0	83	0	1196	0	240	0	15	14	5	0	92	3	1	0	6	0	2	0	24	0	18	1	121	5	1	0	5	0	7	1	1	0	2	1	421	0	26	0	2	9	37	8	12	58	14	239	40	0	54	0	154	10	64	4	166	5	1	68	10	5	15	5	59	0	132	10	33	0	57	0	12	31	28	0	22	5	98	0	54	0	206	0	122	0	157	0	14	0
6	0.1.11.1.5.2.5	Meseres	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	21	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.5.2.6	Neourostylopsis	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.5.2.7	Oxytricha	0	183	0	0	0	0	0	0	0	0	5	0	0	0	4	0	5	0	0	0	27	0	1	0	1	0	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	19	0	2	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	21	0	1	0	1	0	20	0	3	0
6	0.1.11.1.5.2.8	Pseudouroleptus	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	18	0	9	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	7	0	23	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0
6	0.1.11.1.5.2.9	Urostyla	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	0	1	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	26	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	46	0	1	0
5	0.1.11.1.5.3	Spirotrichea_fa	1	66	0	0	0	0	0	0	0	0	24	0	0	0	19	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.11.1.5.3.1	Phacodinium	0	66	0	0	0	0	0	0	0	0	24	0	0	0	19	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.11.1.5.4	Spirotrichea_unclassified	1	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
