"sampleName","taxon","distance","degdays","counts","fracBySample"
"A1_T40_3m","Eustigmatales_fa","3m",1130,32,0.00456035342739062
"A1_T40_3m","Haplotaxida_fa","3m",1130,208,0.029642297278039
"A1_T40_3m","Haptoria","3m",1130,45,0.00641299700726806
"A1_T40_3m","Helotiaceae","3m",1130,0,0
"A1_T40_3m","Herpotrichiellaceae","3m",1130,61,0.00869317372096337
"A1_T40_3m","Hymenoptera_fa","3m",1130,0,0
"A1_T40_3m","Hypotrichia","3m",1130,146,0.0208066125124697
"A1_T40_3m","Incertae_Sedis","3m",1130,32,0.00456035342739062
"A1_T40_3m","Insecta_unclassified","3m",1130,0,0
"A1_T40_3m","Leptosphaeriaceae","3m",1130,4,0.000570044178423828
"A1_T40_3m","Monhysterida_fa","3m",1130,131,0.0186689468433804
"A1_T40_3m","Mortierellaceae","3m",1130,318,0.0453185121846943
"A1_T40_3m","Neogregarinorida","3m",1130,1083,0.154339461308251
"A1_T40_3m","Ochromonadales_fa","3m",1130,18,0.00256519880290723
"A1_T40_3m","Ochrophyta_unclassified","3m",1130,19,0.00270770984751318
"A1_T40_3m","Oligohymenophorea","3m",1130,16,0.00228017671369531
"A1_T40_3m","Peronosporomycetes_fa","3m",1130,797,0.113581302550948
"A1_T40_3m","Pleosporales_unclassified","3m",1130,41,0.00584295282884424
"A1_T40_3m","Poales_fa","3m",1130,33,0.00470286447199658
"A1_T40_3m","Rare","3m",1130,858,0.122274476271911
"A1_T40_3m","Rhizaspididae","3m",1130,198,0.0282171868319795
"A1_T40_3m","Sphaeropleales_fa","3m",1130,44,0.00627048596266211
"A1_T40_3m","Trichosporonaceae","3m",1130,16,0.00228017671369531
"A1_T40_3m","Ustilaginaceae","3m",1130,36,0.00513039760581445
"A1_T47_0m","Acari_fa","0m",1326,0,0
"A1_T47_0m","Araeolaimida_fa","0m",1326,0,0
"A1_T47_0m","Ascaridida_fa","0m",1326,2,0.00735294117647059
"A1_T47_0m","Ascomycota_unclassified","0m",1326,0,0
"A1_T47_0m","Aspergillaceae","0m",1326,130,0.477941176470588
"A1_T47_0m","Ceratobasidiaceae","0m",1326,0,0
"A1_T47_0m","Cercomonadidae_fa","0m",1326,0,0
"A1_T47_0m","Chromadorea_unclassified","0m",1326,0,0
"A1_T47_0m","Chromulinales_fa","0m",1326,20,0.0735294117647059
